,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.198046922683716,0.07500000298023224,2.197265625,0.0
1,2.1957030296325684,0.15000000596046448,2.197265625,0.10000000149011612
2,2.194531202316284,0.16249999403953552,2.197265625,0.10000000149011612
3,2.1937499046325684,0.16249999403953552,2.197265625,0.10000000149011612
4,2.1917967796325684,0.16249999403953552,2.197265625,0.10000000149011612
5,2.189453125,0.16249999403953552,2.197265625,0.10000000149011612
6,2.1878905296325684,0.16249999403953552,2.197265625,0.10000000149011612
7,2.186328172683716,0.16249999403953552,2.19921875,0.10000000149011612
8,2.18359375,0.16249999403953552,2.19921875,0.10000000149011612
9,2.181640625,0.16249999403953552,2.19921875,0.10000000149011612
10,2.1820311546325684,0.16249999403953552,2.201171875,0.10000000149011612
11,2.1796875,0.16249999403953552,2.203125,0.10000000149011612
